"Time","Total Util Rate","Chameleon Utl Rate","OSG Utl Rate"
2021-07-30 11:28:13,,,
2021-07-30 11:28:14,,,
2021-07-30 11:28:15,,,
2021-07-30 11:28:16,,,
2021-07-30 11:28:17,,,
2021-07-30 11:28:18,,,
2021-07-30 11:28:19,,,
2021-07-30 11:28:20,,,
2021-07-30 11:28:21,,,
2021-07-30 11:28:22,,,
2021-07-30 11:28:23,,,
2021-07-30 11:28:24,,,
2021-07-30 11:28:25,,,
2021-07-30 11:28:26,,,
2021-07-30 11:28:27,,,
2021-07-30 11:28:28,,,
2021-07-30 11:28:29,,,
2021-07-30 11:28:30,,,
2021-07-30 11:28:31,,,
2021-07-30 11:28:32,,,
2021-07-30 11:28:33,,,
2021-07-30 11:28:34,,,
2021-07-30 11:28:35,,,
2021-07-30 11:28:36,,,
2021-07-30 11:28:37,,,
2021-07-30 11:28:38,,,
2021-07-30 11:28:39,,,
2021-07-30 11:28:40,,,
2021-07-30 11:28:41,,,
2021-07-30 11:28:42,,,
2021-07-30 11:28:43,,,
2021-07-30 11:28:44,,,
2021-07-30 11:28:45,,,
2021-07-30 11:28:46,,,
2021-07-30 11:28:47,,,
2021-07-30 11:28:48,,,
2021-07-30 11:28:49,,,
2021-07-30 11:28:50,,,
2021-07-30 11:28:51,,,
2021-07-30 11:28:52,,,
2021-07-30 11:28:53,,,
2021-07-30 11:28:54,,,
2021-07-30 11:28:55,,,
2021-07-30 11:28:56,,,
2021-07-30 11:28:57,,,
2021-07-30 11:28:58,,,
2021-07-30 11:28:59,,,
2021-07-30 11:29:00,,,
2021-07-30 11:29:01,,,
2021-07-30 11:29:02,,,
2021-07-30 11:29:03,,,
2021-07-30 11:29:04,,,
2021-07-30 11:29:05,,,
2021-07-30 11:29:06,,,
2021-07-30 11:29:07,,,
2021-07-30 11:29:08,,,
2021-07-30 11:29:09,,,
2021-07-30 11:29:10,,,
2021-07-30 11:29:11,,,
2021-07-30 11:29:12,,,
2021-07-30 11:29:13,,,
2021-07-30 11:29:14,,,
2021-07-30 11:29:15,,,
2021-07-30 11:29:16,,,
2021-07-30 11:29:17,,,
2021-07-30 11:29:18,,,
2021-07-30 11:29:19,,,
2021-07-30 11:29:20,,,
2021-07-30 11:29:21,,,
2021-07-30 11:29:22,,,
2021-07-30 11:29:23,,,
2021-07-30 11:29:24,,,
2021-07-30 11:29:25,,,
2021-07-30 11:29:26,,,
2021-07-30 11:29:27,,,
2021-07-30 11:29:28,,,
2021-07-30 11:29:29,,,
2021-07-30 11:29:30,,,
2021-07-30 11:29:31,,,
2021-07-30 11:29:32,,,
2021-07-30 11:29:33,,,
2021-07-30 11:29:34,,,
2021-07-30 11:29:35,,,
2021-07-30 11:29:36,,,
2021-07-30 11:29:37,,,
2021-07-30 11:29:38,,,
2021-07-30 11:29:39,,,
2021-07-30 11:29:40,,,
2021-07-30 11:29:41,,,
2021-07-30 11:29:42,,,
2021-07-30 11:29:43,,,
2021-07-30 11:29:44,,,
2021-07-30 11:29:45,,,
2021-07-30 11:29:46,,,
2021-07-30 11:29:47,,,
2021-07-30 11:29:48,,,
2021-07-30 11:29:49,,,
2021-07-30 11:29:50,,,
2021-07-30 11:29:51,,,
2021-07-30 11:29:52,,,
2021-07-30 11:29:53,,,
2021-07-30 11:29:54,,,
2021-07-30 11:29:55,,,
2021-07-30 11:29:56,,,
2021-07-30 11:29:57,,,
2021-07-30 11:29:58,,,
2021-07-30 11:29:59,,,
2021-07-30 11:30:00,,,
2021-07-30 11:30:01,,,
2021-07-30 11:30:02,,,
2021-07-30 11:30:03,,,
2021-07-30 11:30:04,,,
2021-07-30 11:30:05,,,
2021-07-30 11:30:06,,,
2021-07-30 11:30:07,,,
2021-07-30 11:30:08,,,
2021-07-30 11:30:09,,,
2021-07-30 11:30:10,,,
2021-07-30 11:30:11,,,
2021-07-30 11:30:12,,,
2021-07-30 11:30:13,,,
2021-07-30 11:30:14,,,
2021-07-30 11:30:15,,,
2021-07-30 11:30:16,,,
2021-07-30 11:30:17,,,
2021-07-30 11:30:18,,,
2021-07-30 11:30:19,,,
2021-07-30 11:30:20,,,
2021-07-30 11:30:21,,,
2021-07-30 11:30:22,,,
2021-07-30 11:30:23,,,
2021-07-30 11:30:24,,,
2021-07-30 11:30:25,,,
2021-07-30 11:30:26,,,
2021-07-30 11:30:27,,,
2021-07-30 11:30:28,,,
2021-07-30 11:30:29,,,
2021-07-30 11:30:30,,,
2021-07-30 11:30:31,,,
2021-07-30 11:30:32,,,
2021-07-30 11:30:33,,,
2021-07-30 11:30:34,,,
2021-07-30 11:30:35,,,
2021-07-30 11:30:36,,,
2021-07-30 11:30:37,,,
2021-07-30 11:30:38,,,
2021-07-30 11:30:39,,,
2021-07-30 11:30:40,,,
2021-07-30 11:30:41,,,
2021-07-30 11:30:42,,,
2021-07-30 11:30:43,,,
2021-07-30 11:30:44,,,
2021-07-30 11:30:45,,,
2021-07-30 11:30:46,,,
2021-07-30 11:30:47,,,
2021-07-30 11:30:48,,,
2021-07-30 11:30:49,,,
2021-07-30 11:30:50,,,
2021-07-30 11:30:51,,,
2021-07-30 11:30:52,,,
2021-07-30 11:30:53,,,
2021-07-30 11:30:54,,,
2021-07-30 11:30:55,,,
2021-07-30 11:30:56,,,
2021-07-30 11:30:57,,,
2021-07-30 11:30:58,,,
2021-07-30 11:30:59,,,
2021-07-30 11:31:00,,,
2021-07-30 11:31:01,,,
2021-07-30 11:31:02,,,
2021-07-30 11:31:03,,,
2021-07-30 11:31:04,,,
2021-07-30 11:31:05,,,
2021-07-30 11:31:06,,,
2021-07-30 11:31:07,,,
2021-07-30 11:31:08,,,
2021-07-30 11:31:09,,,
2021-07-30 11:31:10,,,
2021-07-30 11:31:11,,,
2021-07-30 11:31:12,,,
2021-07-30 11:31:13,,,
2021-07-30 11:31:14,,,
2021-07-30 11:31:15,,,
2021-07-30 11:31:16,,,
2021-07-30 11:31:17,,,
2021-07-30 11:31:18,,,
2021-07-30 11:31:19,,,
2021-07-30 11:31:20,,,
2021-07-30 11:31:21,,,
2021-07-30 11:31:22,,,
2021-07-30 11:31:23,,,
2021-07-30 11:31:24,,,
2021-07-30 11:31:25,,,
2021-07-30 11:31:26,,,
2021-07-30 11:31:27,,,
2021-07-30 11:31:28,,,
2021-07-30 11:31:29,,,
2021-07-30 11:31:30,,,
2021-07-30 11:31:31,,,
2021-07-30 11:31:32,,,
2021-07-30 11:31:33,,,
2021-07-30 11:31:34,,,
2021-07-30 11:31:35,,,
2021-07-30 11:31:36,,,
2021-07-30 11:31:37,,,
2021-07-30 11:31:38,,,
2021-07-30 11:31:39,,,
2021-07-30 11:31:40,,,
2021-07-30 11:31:41,,,
2021-07-30 11:31:42,,,
2021-07-30 11:31:43,,,
2021-07-30 11:31:44,,,
2021-07-30 11:31:45,,,
2021-07-30 11:31:46,,,
2021-07-30 11:31:47,,,
2021-07-30 11:31:48,,,
2021-07-30 11:31:49,,,
2021-07-30 11:31:50,,,
2021-07-30 11:31:51,,,
2021-07-30 11:31:52,,,
2021-07-30 11:31:53,,,
2021-07-30 11:31:54,,,
2021-07-30 11:31:55,,,
2021-07-30 11:31:56,,,
2021-07-30 11:31:57,,,
2021-07-30 11:31:58,,,
2021-07-30 11:31:59,,,
2021-07-30 11:32:00,,,
2021-07-30 11:32:01,,,
2021-07-30 11:32:02,,,
2021-07-30 11:32:03,,,
2021-07-30 11:32:04,,,
2021-07-30 11:32:05,,,
2021-07-30 11:32:06,,,
2021-07-30 11:32:07,,,
2021-07-30 11:32:08,,,
2021-07-30 11:32:09,,,
2021-07-30 11:32:10,,,
2021-07-30 11:32:11,,,
2021-07-30 11:32:12,,,
2021-07-30 11:32:13,,,
2021-07-30 11:32:14,,,
2021-07-30 11:32:15,,,
2021-07-30 11:32:16,,,
2021-07-30 11:32:17,,,
2021-07-30 11:32:18,,,
2021-07-30 11:32:19,,,
2021-07-30 11:32:20,,,
2021-07-30 11:32:21,,,
2021-07-30 11:32:22,,,
2021-07-30 11:32:23,,,
2021-07-30 11:32:24,,,
2021-07-30 11:32:25,,,
2021-07-30 11:32:26,,,
2021-07-30 11:32:27,,,
2021-07-30 11:32:28,,,
2021-07-30 11:32:29,,,
2021-07-30 11:32:30,,,
2021-07-30 11:32:31,,,
2021-07-30 11:32:32,,,
2021-07-30 11:32:33,,,
2021-07-30 11:32:34,,,
2021-07-30 11:32:35,,,
2021-07-30 11:32:36,,,
2021-07-30 11:32:37,,,
2021-07-30 11:32:38,,,
2021-07-30 11:32:39,,,
2021-07-30 11:32:40,,,
2021-07-30 11:32:41,,,
2021-07-30 11:32:42,,,
2021-07-30 11:32:43,,,
2021-07-30 11:32:44,,,
2021-07-30 11:32:45,,,
2021-07-30 11:32:46,,,
2021-07-30 11:32:47,,,
2021-07-30 11:32:48,,,
2021-07-30 11:32:49,,,
2021-07-30 11:32:50,,,
2021-07-30 11:32:51,,,
2021-07-30 11:32:52,,,
2021-07-30 11:32:53,,,
2021-07-30 11:32:54,,,
2021-07-30 11:32:55,,,
2021-07-30 11:32:56,,,
2021-07-30 11:32:57,,,
2021-07-30 11:32:58,,,
2021-07-30 11:32:59,,,
2021-07-30 11:33:00,,,
2021-07-30 11:33:01,,,
2021-07-30 11:33:02,,,
2021-07-30 11:33:03,,,
2021-07-30 11:33:04,,,
2021-07-30 11:33:05,,,
2021-07-30 11:33:06,,,
2021-07-30 11:33:07,,,
2021-07-30 11:33:08,,,
2021-07-30 11:33:09,,,
2021-07-30 11:33:10,,,
2021-07-30 11:33:11,,,
2021-07-30 11:33:12,,,
2021-07-30 11:33:13,,,
2021-07-30 11:33:14,,,
2021-07-30 11:33:15,,,
2021-07-30 11:33:16,,,
2021-07-30 11:33:17,,,
2021-07-30 11:33:18,,,
2021-07-30 11:33:19,,,
2021-07-30 11:33:20,,,
2021-07-30 11:33:21,,,
2021-07-30 11:33:22,,,
2021-07-30 11:33:23,,,
2021-07-30 11:33:24,,,
2021-07-30 11:33:25,,,
2021-07-30 11:33:26,,,
2021-07-30 11:33:27,,,
2021-07-30 11:33:28,,,
2021-07-30 11:33:29,,,
2021-07-30 11:33:30,,,
2021-07-30 11:33:31,,,
2021-07-30 11:33:32,,,
2021-07-30 11:33:33,,,
2021-07-30 11:33:34,,,
2021-07-30 11:33:35,,,
2021-07-30 11:33:36,,,
2021-07-30 11:33:37,,,
2021-07-30 11:33:38,,,
2021-07-30 11:33:39,,,
2021-07-30 11:33:40,,,
2021-07-30 11:33:41,,,
2021-07-30 11:33:42,,,
2021-07-30 11:33:43,,,
2021-07-30 11:33:44,,,
2021-07-30 11:33:45,,,
2021-07-30 11:33:46,,,
2021-07-30 11:33:47,,,
2021-07-30 11:33:48,,,
2021-07-30 11:33:49,,,
2021-07-30 11:33:50,,,
2021-07-30 11:33:51,,,
2021-07-30 11:33:52,,,
2021-07-30 11:33:53,,,
2021-07-30 11:33:54,,,
2021-07-30 11:33:55,,,
2021-07-30 11:33:56,,,
2021-07-30 11:33:57,,,
2021-07-30 11:33:58,,,
2021-07-30 11:33:59,,,
2021-07-30 11:34:00,,,
2021-07-30 11:34:01,,,
2021-07-30 11:34:02,,,
2021-07-30 11:34:03,,,
2021-07-30 11:34:04,,,
2021-07-30 11:34:05,,,
2021-07-30 11:34:06,,,
2021-07-30 11:34:07,,,
2021-07-30 11:34:08,,,
2021-07-30 11:34:09,,,
2021-07-30 11:34:10,,,
2021-07-30 11:34:11,,,
2021-07-30 11:34:12,,,
2021-07-30 11:34:13,,,
2021-07-30 11:34:14,,,
2021-07-30 11:34:15,,,
2021-07-30 11:34:16,,,
2021-07-30 11:34:17,,,
2021-07-30 11:34:18,,,
2021-07-30 11:34:19,,,
2021-07-30 11:34:20,,,
2021-07-30 11:34:21,,,
2021-07-30 11:34:22,,,
2021-07-30 11:34:23,,,
2021-07-30 11:34:24,,,
2021-07-30 11:34:25,,,
2021-07-30 11:34:26,,,
2021-07-30 11:34:27,,,
2021-07-30 11:34:28,,,
2021-07-30 11:34:29,,,
2021-07-30 11:34:30,,,
2021-07-30 11:34:31,,,
2021-07-30 11:34:32,,,
2021-07-30 11:34:33,,,
2021-07-30 11:34:34,,,
2021-07-30 11:34:35,,,
2021-07-30 11:34:36,,,
2021-07-30 11:34:37,,,
2021-07-30 11:34:38,,,
2021-07-30 11:34:39,,,
2021-07-30 11:34:40,,,
2021-07-30 11:34:41,,,
2021-07-30 11:34:42,,,
2021-07-30 11:34:43,,,
2021-07-30 11:34:44,,,
2021-07-30 11:34:45,,,
2021-07-30 11:34:46,,,
2021-07-30 11:34:47,,,
2021-07-30 11:34:48,,,
2021-07-30 11:34:49,,,
2021-07-30 11:34:50,,,
2021-07-30 11:34:51,,,
2021-07-30 11:34:52,,,
2021-07-30 11:34:53,,,
2021-07-30 11:34:54,,,
2021-07-30 11:34:55,,,
2021-07-30 11:34:56,,,
2021-07-30 11:34:57,,,
2021-07-30 11:34:58,,,
2021-07-30 11:34:59,,,
2021-07-30 11:35:00,,,
2021-07-30 11:35:01,,,
2021-07-30 11:35:02,,,
2021-07-30 11:35:03,,,
2021-07-30 11:35:04,,,
2021-07-30 11:35:05,,,
2021-07-30 11:35:06,,,
2021-07-30 11:35:07,,,
2021-07-30 11:35:08,,,
2021-07-30 11:35:09,,,
2021-07-30 11:35:10,,,
2021-07-30 11:35:11,,,
2021-07-30 11:35:12,,,
2021-07-30 11:35:13,,,
2021-07-30 11:35:14,,,
2021-07-30 11:35:15,,,
2021-07-30 11:35:16,,,
2021-07-30 11:35:17,,,
2021-07-30 11:35:18,,,
2021-07-30 11:35:19,,,
2021-07-30 11:35:20,,,
2021-07-30 11:35:21,,,
2021-07-30 11:35:22,,,
2021-07-30 11:35:23,,,
2021-07-30 11:35:24,,,
2021-07-30 11:35:25,,,
2021-07-30 11:35:26,,,
2021-07-30 11:35:27,,,
2021-07-30 11:35:28,,,
2021-07-30 11:35:29,,,
2021-07-30 11:35:30,,,
2021-07-30 11:35:31,,,
2021-07-30 11:35:32,,,
2021-07-30 11:35:33,,,
2021-07-30 11:35:34,,,
2021-07-30 11:35:35,,,
2021-07-30 11:35:36,,,
2021-07-30 11:35:37,,,
2021-07-30 11:35:38,,,
2021-07-30 11:35:39,,,
2021-07-30 11:35:40,,,
2021-07-30 11:35:41,,,
2021-07-30 11:35:42,,,
2021-07-30 11:35:43,,,
2021-07-30 11:35:44,,,
2021-07-30 11:35:45,,,
2021-07-30 11:35:46,,,
2021-07-30 11:35:47,,,
2021-07-30 11:35:48,,,
2021-07-30 11:35:49,,,
2021-07-30 11:35:50,,,
2021-07-30 11:35:51,,,
2021-07-30 11:35:52,,,
2021-07-30 11:35:53,,,
2021-07-30 11:35:54,,,
2021-07-30 11:35:55,,,
2021-07-30 11:35:56,,,
2021-07-30 11:35:57,,,
2021-07-30 11:35:58,,,
2021-07-30 11:35:59,,,
2021-07-30 11:36:00,,,
2021-07-30 11:36:01,,,
2021-07-30 11:36:02,,,
2021-07-30 11:36:03,,,
2021-07-30 11:36:04,,,
2021-07-30 11:36:05,,,
2021-07-30 11:36:06,,,
2021-07-30 11:36:07,,,
2021-07-30 11:36:08,,,
2021-07-30 11:36:09,,,
2021-07-30 11:36:10,,,
2021-07-30 11:36:11,,,
2021-07-30 11:36:12,,,
2021-07-30 11:36:13,,,
2021-07-30 11:36:14,,,
2021-07-30 11:36:15,,,
2021-07-30 11:36:16,,,
2021-07-30 11:36:17,,,
2021-07-30 11:36:18,,,
2021-07-30 11:36:19,,,
2021-07-30 11:36:20,,,
2021-07-30 11:36:21,,,
2021-07-30 11:36:22,,,
2021-07-30 11:36:23,,,
2021-07-30 11:36:24,,,
2021-07-30 11:36:25,,,
2021-07-30 11:36:26,,,
2021-07-30 11:36:27,,,
